left_image_id,right_image_id,left_path,right_path,left_split,right_split,left_label,right_label,same_split,same_label,candidate_reasons,dhash_distance,ahash_distance,aspect_ratio_delta,filename_family
img_0127c4ff1f3b2432,img_e18e4deb51d19aaa,dataset_dev/05_kosiv_ceramics/k173.jpg,dataset_dev/05_kosiv_ceramics/k316.jpg,dataset_dev,dataset_dev,05_kosiv_ceramics,05_kosiv_ceramics,True,True,perceptual_review,0,0,0.0,
img_014f671a94192289,img_3931a66272619888,dataset_test/01_opishnyan_ceramics/o078.jpg,dataset_test/01_opishnyan_ceramics/o201.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,perceptual_review,0,0,0.0,
img_016ad741c5ec6aee,img_16adda10446f0f8e,dataset_test/01_opishnyan_ceramics/o248_1.jpg,dataset_test/01_opishnyan_ceramics/o248_2.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o248
img_0241575b9e86ac6c,img_a68d6d2809aa979a,dataset_dev/01_opishnyan_ceramics/o265_1.jpg,dataset_dev/01_opishnyan_ceramics/o265_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o265
img_0362511ba2fbe757,img_21379ee2dc031ca9,dataset_test/01_opishnyan_ceramics/o380_3.jpg,dataset_test/01_opishnyan_ceramics/o380_4.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o380
img_0362511ba2fbe757,img_e377cd845bc8f23b,dataset_test/01_opishnyan_ceramics/o380_3.jpg,dataset_dev/01_opishnyan_ceramics/o380_2.jpg,dataset_test,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,False,True,filename_family,,,,01_opishnyan_ceramics/o380
img_0362511ba2fbe757,img_fd4693a6cc75206d,dataset_test/01_opishnyan_ceramics/o380_3.jpg,dataset_dev/01_opishnyan_ceramics/o380_1.jpg,dataset_test,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,False,True,filename_family,,,,01_opishnyan_ceramics/o380
img_04adf369cb871b48,img_b6d4993a947d934b,dataset_dev/05_kosiv_ceramics/k288.jpg,dataset_dev/05_kosiv_ceramics/k031.jpg,dataset_dev,dataset_dev,05_kosiv_ceramics,05_kosiv_ceramics,True,True,perceptual_review,0,0,0.0,
img_05f20236656b6a2b,img_32a7f6a06ea40101,dataset_dev/01_opishnyan_ceramics/o332_2.jpeg,dataset_dev/01_opishnyan_ceramics/o332_1.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o332
img_0623d1ee007f4068,img_512b36ff6c02dcc7,dataset_dev/05_kosiv_ceramics/k141.jpg,dataset_dev/05_kosiv_ceramics/k141_2.jpg,dataset_dev,dataset_dev,05_kosiv_ceramics,05_kosiv_ceramics,True,True,filename_family,,,,05_kosiv_ceramics/k141
img_067d2760a1a04dc0,img_2d252c9c994054a0,dataset_dev/01_opishnyan_ceramics/o251_3.jpg,dataset_dev/01_opishnyan_ceramics/o251_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family;perceptual_review,1,1,0.0,01_opishnyan_ceramics/o251
img_067d2760a1a04dc0,img_a28b7237c001dcf5,dataset_dev/01_opishnyan_ceramics/o251_3.jpg,dataset_dev/01_opishnyan_ceramics/o251_4.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family;perceptual_review,1,1,0.0,01_opishnyan_ceramics/o251
img_067d2760a1a04dc0,img_ca32b20a9cb88bbd,dataset_dev/01_opishnyan_ceramics/o251_3.jpg,dataset_dev/01_opishnyan_ceramics/o251_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o251
img_067d2760a1a04dc0,img_eb9d16ea4f9cb241,dataset_dev/01_opishnyan_ceramics/o251_3.jpg,dataset_dev/01_opishnyan_ceramics/o290.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,perceptual_review,4,4,0.0,
img_06c5563fba349e83,img_8c888f2bdb442f31,dataset_dev/01_opishnyan_ceramics/o270_3.jpg,dataset_dev/01_opishnyan_ceramics/o270_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o270
img_06c5563fba349e83,img_ec1906b378d9dd37,dataset_dev/01_opishnyan_ceramics/o270_3.jpg,dataset_dev/01_opishnyan_ceramics/o270_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o270
img_0716e8a6e8b41c8c,img_3b715f833c61256e,dataset_dev/02_ornek/kt047_2.jpg,dataset_dev/02_ornek/kt047_4.jpg,dataset_dev,dataset_dev,02_ornek,02_ornek,True,True,filename_family,,,,02_ornek/kt047
img_0716e8a6e8b41c8c,img_ac9722ac074506d0,dataset_dev/02_ornek/kt047_2.jpg,dataset_dev/02_ornek/kt047_3.jpg,dataset_dev,dataset_dev,02_ornek,02_ornek,True,True,filename_family,,,,02_ornek/kt047
img_0716e8a6e8b41c8c,img_da32e067eda846dd,dataset_dev/02_ornek/kt047_2.jpg,dataset_dev/02_ornek/kt047.jpg,dataset_dev,dataset_dev,02_ornek,02_ornek,True,True,filename_family,,,,02_ornek/kt047
img_077a2c1326256b70,img_f630af4581e58bf2,dataset_dev/01_opishnyan_ceramics/o317_1.jpeg,dataset_dev/01_opishnyan_ceramics/o317_2.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o317
img_07d5477cf8f2a365,img_d02dc6995ca23ff9,dataset_dev/01_opishnyan_ceramics/o249_1.jpg,dataset_dev/01_opishnyan_ceramics/o249_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family;perceptual_review,3,4,0.0,01_opishnyan_ceramics/o249
img_08e120dbada66fdc,img_3e79062327dc866e,dataset_dev/01_opishnyan_ceramics/o324_1.jpg,dataset_dev/01_opishnyan_ceramics/o324_3.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o324
img_08e120dbada66fdc,img_8f1e7b19c76c5cb3,dataset_dev/01_opishnyan_ceramics/o324_1.jpg,dataset_dev/01_opishnyan_ceramics/o324_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o324
img_08e120dbada66fdc,img_cb6ba7acdad6258b,dataset_dev/01_opishnyan_ceramics/o324_1.jpg,dataset_dev/01_opishnyan_ceramics/o324_4.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o324
img_0a15df43c98e6bd1,img_daca2b48c06b7ec7,dataset_dev/01_opishnyan_ceramics/o291.jpg,dataset_dev/01_opishnyan_ceramics/o291_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family;perceptual_review,4,3,0.0,01_opishnyan_ceramics/o291
img_0a3830439765bcf1,img_cd7f51e8d7411f4e,dataset_dev/03_bubnivka_ceramics/b123.jpg,dataset_dev/03_bubnivka_ceramics/b279.jpg,dataset_dev,dataset_dev,03_bubnivka_ceramics,03_bubnivka_ceramics,True,True,perceptual_review,0,0,0.0,
img_0ac2aec1a477479e,img_f11164f3ada473c0,dataset_dev/05_kosiv_ceramics/k204.jpg,dataset_dev/05_kosiv_ceramics/k294.jpg,dataset_dev,dataset_dev,05_kosiv_ceramics,05_kosiv_ceramics,True,True,perceptual_review,0,0,0.0,
img_0b07ed7362490d59,img_7194ca574b05eba0,dataset_dev/05_kosiv_ceramics/k277.jpg,dataset_dev/05_kosiv_ceramics/k034.jpg,dataset_dev,dataset_dev,05_kosiv_ceramics,05_kosiv_ceramics,True,True,perceptual_review,0,0,0.0,
img_0b3c4da4af95de05,img_6f10c82d793e0751,dataset_dev/01_opishnyan_ceramics/o245_2.jpg,dataset_dev/01_opishnyan_ceramics/o245_5.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o245
img_0b3c4da4af95de05,img_737bac91f3ea8376,dataset_dev/01_opishnyan_ceramics/o245_2.jpg,dataset_dev/01_opishnyan_ceramics/o245_6.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o245
img_0b3c4da4af95de05,img_c056a9378073298e,dataset_dev/01_opishnyan_ceramics/o245_2.jpg,dataset_dev/01_opishnyan_ceramics/o245_3.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o245
img_0b3c4da4af95de05,img_c72a524e4f88102a,dataset_dev/01_opishnyan_ceramics/o245_2.jpg,dataset_dev/01_opishnyan_ceramics/o245_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o245
img_0b3c4da4af95de05,img_f220c911b9f11601,dataset_dev/01_opishnyan_ceramics/o245_2.jpg,dataset_dev/01_opishnyan_ceramics/o245_4.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o245
img_0be04087eef43e7c,img_1ca800c5dd944f9c,dataset_dev/01_opishnyan_ceramics/o288_2.jpg,dataset_dev/01_opishnyan_ceramics/o288_5.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o288
img_0be04087eef43e7c,img_709522d78bd07f33,dataset_dev/01_opishnyan_ceramics/o288_2.jpg,dataset_dev/01_opishnyan_ceramics/o288_4.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family;perceptual_review,3,2,0.0,01_opishnyan_ceramics/o288
img_0be04087eef43e7c,img_a353587fd41ba094,dataset_dev/01_opishnyan_ceramics/o288_2.jpg,dataset_dev/01_opishnyan_ceramics/o306_3.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,perceptual_review,4,4,0.0,
img_0be04087eef43e7c,img_b4304d10ee5692ca,dataset_dev/01_opishnyan_ceramics/o288_2.jpg,dataset_dev/01_opishnyan_ceramics/o288_7.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o288
img_0be04087eef43e7c,img_d899a331cd4090b7,dataset_dev/01_opishnyan_ceramics/o288_2.jpg,dataset_dev/01_opishnyan_ceramics/o288_3.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o288
img_0be04087eef43e7c,img_e831a02d41831a36,dataset_dev/01_opishnyan_ceramics/o288_2.jpg,dataset_dev/01_opishnyan_ceramics/o288_6.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o288
img_0be04087eef43e7c,img_f542281929b8c4b2,dataset_dev/01_opishnyan_ceramics/o288_2.jpg,dataset_dev/01_opishnyan_ceramics/o288_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o288
img_0c01474cb95ab6e5,img_f89b50d021c32e3f,dataset_dev/03_bubnivka_ceramics/b240.jpg,dataset_dev/03_bubnivka_ceramics/b240_2.jpg,dataset_dev,dataset_dev,03_bubnivka_ceramics,03_bubnivka_ceramics,True,True,filename_family,,,,03_bubnivka_ceramics/b240
img_0c129749e1a5b961,img_995c38533dc7bb6d,dataset_test/01_opishnyan_ceramics/o028_1.jpg,dataset_test/01_opishnyan_ceramics/o028_2.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o028
img_0c210b69b82f1fd8,img_614966b2cd9afe27,dataset_dev/01_opishnyan_ceramics/o320_1.jpg,dataset_dev/01_opishnyan_ceramics/o320_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o320
img_0cdd398c23cc0673,img_6fddc613fdeb9269,dataset_dev/01_opishnyan_ceramics/o383_2.jpg,dataset_dev/01_opishnyan_ceramics/o383_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o383
img_0d7ce2666d11bb48,img_501e17ee4507ae59,dataset_dev/01_opishnyan_ceramics/o240_2.jpg,dataset_dev/01_opishnyan_ceramics/o240_3.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o240
img_0d7ce2666d11bb48,img_6f8c7cbb1fa03243,dataset_dev/01_opishnyan_ceramics/o240_2.jpg,dataset_dev/01_opishnyan_ceramics/o240_4.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o240
img_0d7ce2666d11bb48,img_93b2789a31126f29,dataset_dev/01_opishnyan_ceramics/o240_2.jpg,dataset_dev/01_opishnyan_ceramics/o240_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o240
img_0defb60f9d94bcce,img_16cd80834f899481,dataset_dev/01_opishnyan_ceramics/o377_2.jpg,dataset_dev/01_opishnyan_ceramics/o377_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o377
img_0fcb49fb14f121b2,img_5e34c644a6d18511,dataset_dev/01_opishnyan_ceramics/o325_2.jpeg,dataset_dev/01_opishnyan_ceramics/o325_1.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o325
img_0fcb49fb14f121b2,img_7cd57aa849bbb3da,dataset_dev/01_opishnyan_ceramics/o325_2.jpeg,dataset_dev/01_opishnyan_ceramics/o333_2.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,perceptual_review,4,4,0.0,
img_0fcb49fb14f121b2,img_e3a01b7dc3e2ae25,dataset_dev/01_opishnyan_ceramics/o325_2.jpeg,dataset_dev/01_opishnyan_ceramics/o325_3.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o325
img_0ffb2074bf5da653,img_a08581a23ff2f19f,dataset_dev/01_opishnyan_ceramics/o307_2.jpg,dataset_dev/01_opishnyan_ceramics/o307_3.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o307
img_0ffb2074bf5da653,img_c0432f28604ad8dd,dataset_dev/01_opishnyan_ceramics/o307_2.jpg,dataset_dev/01_opishnyan_ceramics/o307_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o307
img_113c5648b2a7208f,img_2d6d81449e0fe606,dataset_dev/01_opishnyan_ceramics/o250_5.jpeg,dataset_dev/01_opishnyan_ceramics/o250_4.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o250
img_113c5648b2a7208f,img_7b9a7fe90a891e34,dataset_dev/01_opishnyan_ceramics/o250_5.jpeg,dataset_dev/01_opishnyan_ceramics/o250_3.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o250
img_113c5648b2a7208f,img_a200973fcd06472b,dataset_dev/01_opishnyan_ceramics/o250_5.jpeg,dataset_dev/01_opishnyan_ceramics/o250_1.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o250
img_113c5648b2a7208f,img_a72f997d7f89b7c6,dataset_dev/01_opishnyan_ceramics/o250_5.jpeg,dataset_dev/01_opishnyan_ceramics/o250_6.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o250
img_113c5648b2a7208f,img_e7105b4870c7826c,dataset_dev/01_opishnyan_ceramics/o250_5.jpeg,dataset_dev/01_opishnyan_ceramics/o250_2.jpeg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o250
img_11f38fd40ee8fe25,img_c91f0cc2cfb74ca9,dataset_dev/01_opishnyan_ceramics/o372_2.jpg,dataset_dev/01_opishnyan_ceramics/o372_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o372
img_126cf508ef443a2e,img_2b60864c8acbd2ed,dataset_dev/01_opishnyan_ceramics/o238_4.jpg,dataset_dev/01_opishnyan_ceramics/o238_3.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o238
img_126cf508ef443a2e,img_3ee3eeef60f72437,dataset_dev/01_opishnyan_ceramics/o238_4.jpg,dataset_dev/01_opishnyan_ceramics/o238_5.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o238
img_126cf508ef443a2e,img_b6c8a1f25fcff781,dataset_dev/01_opishnyan_ceramics/o238_4.jpg,dataset_dev/01_opishnyan_ceramics/o238_2.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o238
img_126cf508ef443a2e,img_cb94defd98ea0ecf,dataset_dev/01_opishnyan_ceramics/o238_4.jpg,dataset_dev/01_opishnyan_ceramics/o238_1.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o238
img_132ac06c4185d62b,img_18dff748fa839596,dataset_dev/01_opishnyan_ceramics/o177.jpg,dataset_dev/01_opishnyan_ceramics/o179.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,perceptual_review,3,3,0.0,
img_145ce50580c2e738,img_14bbcde62d473908,dataset_dev/01_opishnyan_ceramics/o214.jpg,dataset_dev/01_opishnyan_ceramics/o136.jpg,dataset_dev,dataset_dev,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,perceptual_review,2,1,0.0,
img_1543c27459671cfe,img_33d6949a32dce1ef,dataset_test/01_opishnyan_ceramics/o231_3.jpg,dataset_test/01_opishnyan_ceramics/o231_7.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o231
img_1543c27459671cfe,img_50a396d22d841b8d,dataset_test/01_opishnyan_ceramics/o231_3.jpg,dataset_test/01_opishnyan_ceramics/o231_6.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o231
img_1543c27459671cfe,img_6a9adccdcaa22262,dataset_test/01_opishnyan_ceramics/o231_3.jpg,dataset_test/01_opishnyan_ceramics/o231_2.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o231
img_1543c27459671cfe,img_78030108dba3b7fd,dataset_test/01_opishnyan_ceramics/o231_3.jpg,dataset_test/01_opishnyan_ceramics/o231_1.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o231
img_1543c27459671cfe,img_97fb0ef67c57b8e0,dataset_test/01_opishnyan_ceramics/o231_3.jpg,dataset_test/01_opishnyan_ceramics/o231_4.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o231
img_1543c27459671cfe,img_dd0828da8ee534b7,dataset_test/01_opishnyan_ceramics/o231_3.jpg,dataset_test/01_opishnyan_ceramics/o231_5.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o231
img_15ee71cdaf6cbba8,img_424b0689aefbf984,dataset_test/01_opishnyan_ceramics/o230_3.jpg,dataset_test/01_opishnyan_ceramics/o230_2.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o230
img_15ee71cdaf6cbba8,img_b855be323173bbf6,dataset_test/01_opishnyan_ceramics/o230_3.jpg,dataset_test/01_opishnyan_ceramics/o230_4.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o230
img_15ee71cdaf6cbba8,img_f756d5e1935a5a56,dataset_test/01_opishnyan_ceramics/o230_3.jpg,dataset_test/01_opishnyan_ceramics/o230_1.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o230
img_16626c6cdaf572ec,img_271ef815035ccb1e,dataset_dev/03_bubnivka_ceramics/b236.jpg,dataset_dev/03_bubnivka_ceramics/b236_2.jpg,dataset_dev,dataset_dev,03_bubnivka_ceramics,03_bubnivka_ceramics,True,True,filename_family,,,,03_bubnivka_ceramics/b236
img_166c65513bea513d,img_763f34bf262c091b,dataset_test/01_opishnyan_ceramics/o379_1.jpg,dataset_test/01_opishnyan_ceramics/o379_2.jpg,dataset_test,dataset_test,01_opishnyan_ceramics,01_opishnyan_ceramics,True,True,filename_family,,,,01_opishnyan_ceramics/o379
