image_id,relative_path,current_split,ornament_label,file_name,extension,file_size_bytes,content_sha256,readable,image_format,source_mode,width,height,aspect_ratio,exif_orientation,dhash,ahash,filename_family,exact_duplicate_cluster_id,perceptual_review_cluster_id,candidate_object_group_id,quality_flags,read_error,source_group_id,object_group_id,object_type,motif_visibility,provenance,license,label_status,metadata_review_status,notes
img_22e88d97ed959f13,dataset_dev/01_opishnyan_ceramics/o016.jpg,dataset_dev,01_opishnyan_ceramics,o016.jpg,.jpg,130769,d2f1bdca137e3efce88e987ef4bace626172fa0884e724a70aee00e3eaf5919e,True,JPEG,RGB,2048,1365,1.500366,,79f0b0a83911132f,ffe1c0c3e3e7e7ff,01_opishnyan_ceramics/o016,,,candidate_89667a786b0602f5,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_80ff7b3b7086eef9,dataset_dev/01_opishnyan_ceramics/o019.jpg,dataset_dev,01_opishnyan_ceramics,o019.jpg,.jpg,251457,1d92bfc2f4561e6e48c5d0eb291f8de67d3f7249fd771e4f07084a806b6aa693,True,JPEG,RGB,1365,2048,0.666504,,12b0e9e969713230,ffe7c3c3c3c3e7ff,01_opishnyan_ceramics/o019,,,candidate_3a8c3df522a6c293,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_a613a5fc498d5dcb,dataset_dev/01_opishnyan_ceramics/o020.jpg,dataset_dev,01_opishnyan_ceramics,o020.jpg,.jpg,125237,c390570a8cff4c9c698e1e5395ae45bd8fea4e29d4b00635bae75775bda8354e,True,JPEG,RGB,2048,1365,1.500366,,33b331333333330f,ffe7e7e7e7e7e77f,01_opishnyan_ceramics/o020,,,candidate_0ac9bcf70ff6c277,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_933bc2f1d196103a,dataset_dev/01_opishnyan_ceramics/o021_1.jpg,dataset_dev,01_opishnyan_ceramics,o021_1.jpg,.jpg,295693,5a79e143fb7503ad76c882fd35706653ee786cb155e7f8ade24bb2fefe88455a,True,JPEG,RGB,2048,1365,1.500366,,70f0f0e8f071176f,f7c3818181e7ffff,01_opishnyan_ceramics/o021,,,candidate_1cf6456ffc4b7a6b,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_59ef3e65af82ce5f,dataset_dev/01_opishnyan_ceramics/o021_2.jpg,dataset_dev,01_opishnyan_ceramics,o021_2.jpg,.jpg,348205,43f2a916741558bfb36ba0e154d2429209bd3ce6eb963b0495c3bee9499ec9d1,True,JPEG,RGB,2048,1365,1.500366,,7cf0feeeec7cbf7f,f1c0c0c0c1f9ffff,01_opishnyan_ceramics/o021,,,candidate_1cf6456ffc4b7a6b,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_cca0114dc4a259a2,dataset_dev/01_opishnyan_ceramics/o022_1.jpg,dataset_dev,01_opishnyan_ceramics,o022_1.jpg,.jpg,163438,a567419de76aae6b7a0dab6207cb02e1dd15a7102afdbbbf6f2a159a02932412,True,JPEG,RGB,2048,1365,1.500366,,3232737135313107,e707c7c3e3e3e7ff,01_opishnyan_ceramics/o022,,,candidate_527e3bb87583a94a,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_c05000654064edbf,dataset_dev/01_opishnyan_ceramics/o022_2.jpg,dataset_dev,01_opishnyan_ceramics,o022_2.jpg,.jpg,158576,cbd3f0f04d1e3fbda454be612dbf241bb3ada72324017ee79f6c1ccb3295fcb2,True,JPEG,RGB,2048,1365,1.500366,,3232717333313305,e747e7c7e7e7e7ff,01_opishnyan_ceramics/o022,,,candidate_527e3bb87583a94a,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_3fccd5c040b2d8bf,dataset_dev/01_opishnyan_ceramics/o023_1.jpg,dataset_dev,01_opishnyan_ceramics,o023_1.jpg,.jpg,359654,aa95122d5767de4ab612b5ca75ebc2566fb8382c6437a7de298202d801549c3c,True,JPEG,RGB,2048,1365,1.500366,,07f1b03233332307,ffc3074747676f3f,01_opishnyan_ceramics/o023,,,candidate_cde6666645f26eec,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_8c93737d0a8cc140,dataset_dev/01_opishnyan_ceramics/o023_2.jpg,dataset_dev,01_opishnyan_ceramics,o023_2.jpg,.jpg,408824,a17382e74f76e4b8630d5f9c6f95cdd32663fd0f1e49cbe32ff494534e9d4ee8,True,JPEG,RGB,2048,1365,1.500366,,3931323233333307,ffe347476767677f,01_opishnyan_ceramics/o023,,,candidate_cde6666645f26eec,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_f4fd76db97a1439f,dataset_dev/01_opishnyan_ceramics/o023_3.jpg,dataset_dev,01_opishnyan_ceramics,o023_3.jpg,.jpg,366278,2c0dd0b723570329afedac2db920922908db7bdaa1fe68bb66643519b7dad98e,True,JPEG,RGB,2048,1365,1.500366,,2360f2333333330f,ffc787636767273f,01_opishnyan_ceramics/o023,,,candidate_cde6666645f26eec,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_eb051631a2cba71b,dataset_dev/01_opishnyan_ceramics/o025_1.jpg,dataset_dev,01_opishnyan_ceramics,o025_1.jpg,.jpg,361354,da1ed51c34fcf30df121969d8fbae155fd0003522d3ba5e9aa04f2ecf899d39b,True,JPEG,RGB,2048,1365,1.500366,,23f1b03033323309,ffe7a7e7e767677f,01_opishnyan_ceramics/o025,,,candidate_d5fb7bb39eda9ef6,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_c2473c2527789249,dataset_dev/01_opishnyan_ceramics/o025_2.jpg,dataset_dev,01_opishnyan_ceramics,o025_2.jpg,.jpg,356368,5145314420a04fbf6a269c3451136a5b912ae6794dcfa9053b269fbee5ecc5e8,True,JPEG,RGB,2048,1365,1.500366,,23b1b03233333306,ffe727e74747677f,01_opishnyan_ceramics/o025,,,candidate_d5fb7bb39eda9ef6,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_1f30e05f8e6332dd,dataset_dev/01_opishnyan_ceramics/o025_3.jpg,dataset_dev,01_opishnyan_ceramics,o025_3.jpg,.jpg,335357,e85ccf37bc52d809efe43273d42e6d222083bfeb828b3b15269538615ab5396a,True,JPEG,RGB,2048,1365,1.500366,,0b33b0b031333300,ffe787e36727273f,01_opishnyan_ceramics/o025,,,candidate_d5fb7bb39eda9ef6,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_dfd32760e3d6c4ec,dataset_dev/01_opishnyan_ceramics/o026_1.jpg,dataset_dev,01_opishnyan_ceramics,o026_1.jpg,.jpg,547703,7c4c354bac842658c97f539aeeb388eb3bbe3147fa246fdf06f5d05e4a884490,True,JPEG,RGB,1365,2048,0.666504,,f1e1d0e5c9e9e9bf,e38087ffc3c3c2fc,01_opishnyan_ceramics/o026,,,candidate_acb1d3352d3c286c,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_33b7aafcc8fd27c6,dataset_dev/01_opishnyan_ceramics/o026_2.jpg,dataset_dev,01_opishnyan_ceramics,o026_2.jpg,.jpg,563186,e2573b9164e0c25a36b2cb2c6c5d779f3a618bdeb0ac24852e10fa78ffa0b087,True,JPEG,RGB,1365,2048,0.666504,,f071f0f4a9f9e1bf,ffc0c3e7a3c3c3fc,01_opishnyan_ceramics/o026,,,candidate_acb1d3352d3c286c,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_6b8eaa0556f171f0,dataset_dev/01_opishnyan_ceramics/o026_3.jpg,dataset_dev,01_opishnyan_ceramics,o026_3.jpg,.jpg,541666,3db44c25306601f01a22286b0aaaf7f3308344aa3bdb8c148b2917b252851f09,True,JPEG,RGB,1365,2048,0.666504,,f1f169363ef973bf,ffc0c0f8f8c2c0f8,01_opishnyan_ceramics/o026,,,candidate_acb1d3352d3c286c,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_a77c82f525630403,dataset_dev/01_opishnyan_ceramics/o027_1.jpg,dataset_dev,01_opishnyan_ceramics,o027_1.jpg,.jpg,389371,2aa4ecfea2bd25177cf9e587b0d50b71d0f37d72b0e693f2c5364be0b9076c86,True,JPEG,RGB,2048,1365,1.500366,,31f0d70d2b3b3b1f,ffe1f01800e0e0f8,01_opishnyan_ceramics/o027,,,candidate_041193d20a5021ce,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_3ca8afbd456245ff,dataset_dev/01_opishnyan_ceramics/o027_2.jpg,dataset_dev,01_opishnyan_ceramics,o027_2.jpg,.jpg,371382,9b8f3005a6bff9ed09b55996e88efa4d4187734edd414b47c7749b44ac541627,True,JPEG,RGB,2048,1365,1.500366,,33f0aa5b7373371f,ffe3e018c0c4f0f8,01_opishnyan_ceramics/o027,,,candidate_041193d20a5021ce,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_322988bb926a862d,dataset_dev/01_opishnyan_ceramics/o029_1.jpg,dataset_dev,01_opishnyan_ceramics,o029_1.jpg,.jpg,420280,ba07b5da7a8d4261ca626f673b781008c6ee6643bf46a2534fc19aa012f2de4e,True,JPEG,RGB,1365,2048,0.666504,,3030696d19710f13,ffe0c3c110e27c00,01_opishnyan_ceramics/o029,,,candidate_b36418f4b389daa9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_b8caa533ee77ec09,dataset_dev/01_opishnyan_ceramics/o029_2.jpg,dataset_dev,01_opishnyan_ceramics,o029_2.jpg,.jpg,417694,468088a7dc1abeb06902a826dea391fe4ad2c7112b02b33d653eec63a87cb712,True,JPEG,RGB,1365,2048,0.666504,,3478697933311f07,ffe0c3c320e27c00,01_opishnyan_ceramics/o029,,,candidate_b36418f4b389daa9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_b1aec7fc658331cc,dataset_dev/01_opishnyan_ceramics/o030.jpg,dataset_dev,01_opishnyan_ceramics,o030.jpg,.jpg,194858,6806bc131566e4a5b78f4fdb562e0a3e30a4cbd73db33523148b1835269026ea,True,JPEG,RGB,2048,1365,1.500366,,e269696871434d33,ffc3d3c3c3cfdfff,01_opishnyan_ceramics/o030,,,candidate_4506fee6424c971b,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_5abe708542bad721,dataset_dev/01_opishnyan_ceramics/o031_1.jpg,dataset_dev,01_opishnyan_ceramics,o031_1.jpg,.jpg,195487,3f6f91903892add508e26571e4ada9f96a84601bf71f1dac8caced4d9cbe7540,True,JPEG,RGB,2048,1365,1.500366,,736d697131333337,efc9c0c3e7e7e7ff,01_opishnyan_ceramics/o031,,,candidate_a2f84e66466235f9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_992e9e1716ec77a8,dataset_dev/01_opishnyan_ceramics/o031_2.jpg,dataset_dev,01_opishnyan_ceramics,o031_2.jpg,.jpg,194291,305b4fe0e258019189bbbcf2994db96ddfd86baa2c65c52d23dd4b34e99d03d0,True,JPEG,RGB,2048,1365,1.500366,,79da53f373737337,f7c0c6c7c7c7c7ff,01_opishnyan_ceramics/o031,,,candidate_a2f84e66466235f9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_98c3b337aae62579,dataset_dev/01_opishnyan_ceramics/o032.jpg,dataset_dev,01_opishnyan_ceramics,o032.jpg,.jpg,697024,ce5588948dd484c363e53e1f9747f4edc2f2b6875a96932c99c8b23df7808cc2,True,JPEG,RGB,2048,1365,1.500366,,b07078f068697133,e7c3c3c3c3c3437f,01_opishnyan_ceramics/o032,,,candidate_4df86825f9cd2a7e,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_648f059988de34ee,dataset_dev/01_opishnyan_ceramics/o033.jpg,dataset_dev,01_opishnyan_ceramics,o033.jpg,.jpg,521810,45dc807d12d5656c2d179d836a50dc9be19df68c92cbd6fde6ad13fb8dd0f0f4,True,JPEG,RGB,2048,1365,1.500366,,b06061e1f1697030,ffc7c3c3c3c3c7e7,01_opishnyan_ceramics/o033,,,candidate_6020395bdd079772,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_19769cdc4bebbf88,dataset_dev/01_opishnyan_ceramics/o035.jpg,dataset_dev,01_opishnyan_ceramics,o035.jpg,.jpg,544556,d64c007c3b87066369e45d51c07734dab99737fe4ebac207745cf093e6584047,True,JPEG,RGB,2048,1365,1.500366,,b2f179d9e97971b3,ffc7c3c3c3c3c3e7,01_opishnyan_ceramics/o035,,,candidate_3fbeb49a8f562916,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_ae4613eaffdbd53c,dataset_dev/01_opishnyan_ceramics/o036.jpg,dataset_dev,01_opishnyan_ceramics,o036.jpg,.jpg,574044,cc4e92266091f352552f045f23199c6283d7f6f09f2ebe7687d18ab1714b7ed2,True,JPEG,RGB,2048,1365,1.500366,,b27169e8e86971b3,ffc7c3c3c3c3c3ef,01_opishnyan_ceramics/o036,,,candidate_ce991220b032954e,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_a415877b140c9985,dataset_dev/01_opishnyan_ceramics/o040_1.jpg,dataset_dev,01_opishnyan_ceramics,o040_1.jpg,.jpg,235327,5c4a482fa1348d35daf55701910d1638c41611c797f107cdad84e46e3562e27a,True,JPEG,RGB,2048,1365,1.500366,,606c696061636521,ffc3c3c3c3c7cfff,01_opishnyan_ceramics/o040,,,candidate_c9ce9574232053b9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_5926268061c8e0fd,dataset_dev/01_opishnyan_ceramics/o040_2.jpg,dataset_dev,01_opishnyan_ceramics,o040_2.jpg,.jpg,233120,402d9b03fb6b801c44373bb905fb806c245dec9ff40a64b6306ef3bf98a390b7,True,JPEG,RGB,2048,1365,1.500366,,f060617131323331,ffc3c3c3e7c7e7ff,01_opishnyan_ceramics/o040,,,candidate_c9ce9574232053b9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_e00cffffd04a9709,dataset_dev/01_opishnyan_ceramics/o041_1.jpg,dataset_dev,01_opishnyan_ceramics,o041_1.jpg,.jpg,250516,efe4618885f11e49475e4ad6ec6317c8df4926d57082604fc96db851b3b088e1,True,JPEG,RGB,1365,2048,0.666504,,b271e9e132727020,ffc3c3c3e7e7c7ff,01_opishnyan_ceramics/o041,,,candidate_566bea4a85b74c29,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_ac3146a64c626fc7,dataset_dev/01_opishnyan_ceramics/o041_2.jpg,dataset_dev,01_opishnyan_ceramics,o041_2.jpg,.jpg,243235,17637f0ea85126cbd61ea6264400a2b8dbf2419f16ecb70ea85afbe576266ee5,True,JPEG,RGB,1365,2048,0.666504,,b271f1e172727224,ffc7c3c3e7c7c7ff,01_opishnyan_ceramics/o041,,,candidate_566bea4a85b74c29,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_ee54b3b6032fc390,dataset_dev/01_opishnyan_ceramics/o042.jpg,dataset_dev,01_opishnyan_ceramics,o042.jpg,.jpg,497377,60effaebe51aae0b8430326eb4f158dfd549a91ab338898a920a110e10cd0095,True,JPEG,RGB,2048,1365,1.500366,,f2f0f1c8e9e171b2,efc7c3c3c3c3c7ff,01_opishnyan_ceramics/o042,,,candidate_69a3d73c5e1f839a,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_612d6366d9e9b2eb,dataset_dev/01_opishnyan_ceramics/o043.jpg,dataset_dev,01_opishnyan_ceramics,o043.jpg,.jpg,534810,e6ee04639c622a87098e2486d53398cbac835d4217a1085bcddb4385ebb15ecb,True,JPEG,RGB,2048,1365,1.500366,,f3f0686569697133,ffe3c0c0c0c2e7ff,01_opishnyan_ceramics/o043,,,candidate_b2e765b290bbc181,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_464f3488e464211a,dataset_dev/01_opishnyan_ceramics/o047.jpg,dataset_dev,01_opishnyan_ceramics,o047.jpg,.jpg,320288,b4755b1346f8281681a4e1dc79ed17faff47f95be8fbf551f2b6c30b6e7a680a,True,JPEG,RGB,1365,2048,0.666504,,30303270f0f13204,e7e7e7e783c3efff,01_opishnyan_ceramics/o047,,,candidate_977245f472ce04a9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_d42a835708dfa4c2,dataset_dev/01_opishnyan_ceramics/o049.jpg,dataset_dev,01_opishnyan_ceramics,o049.jpg,.jpg,327740,88762d1e647dee083f61f342f48d3786ab12910ea978a2df959e9817ad01b022,True,JPEG,RGB,1365,2048,0.666504,,30f23270d4f0320c,ffc7e7c381c3e7ff,01_opishnyan_ceramics/o049,,,candidate_2aa1fc7dbe0a7ab7,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_8715f3d0166bafb8,dataset_dev/01_opishnyan_ceramics/o050.jpg,dataset_dev,01_opishnyan_ceramics,o050.jpg,.jpg,200179,f32e53f8baae1db00eed895f8ca11b757304263d570d4e34a3a88a257b66fc4b,True,JPEG,RGB,2048,1365,1.500366,,1331301213131301,ffe727272727271f,01_opishnyan_ceramics/o050,,,candidate_70c7fa4bdc89728e,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_6edce32cc4ca7163,dataset_dev/01_opishnyan_ceramics/o052.jpg,dataset_dev,01_opishnyan_ceramics,o052.jpg,.jpg,408560,4da3a56147490f3996f8f89155a9b49181e9f457976e10ec72b2370355fd1c2c,True,JPEG,RGB,1365,2048,0.666504,,f0ecdcf17271f1b2,f7c1c1e7e7c3c3ff,01_opishnyan_ceramics/o052,,,candidate_6297877b30aa95b9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_ae00f09b36a1052e,dataset_dev/01_opishnyan_ceramics/o053.jpg,dataset_dev,01_opishnyan_ceramics,o053.jpg,.jpg,394339,4bfa3b18d5e0b7ba32b582dcbba4f2a8766bbe945662f0a5926b7bfa7f1aa430,True,JPEG,RGB,1365,2048,0.666504,,f878c9e370789ae4,e3c1878fe3f3f7ff,01_opishnyan_ceramics/o053,,,candidate_8500ada856ae6b9e,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_32040a5594c8bf58,dataset_dev/01_opishnyan_ceramics/o055.jpg,dataset_dev,01_opishnyan_ceramics,o055.jpg,.jpg,421885,7528f454cd36f20846e82a86a189d8cc8a56a290daee2ba421ef412c4046d70a,True,JPEG,RGB,1365,2048,0.666504,,f07233707060334d,e7c3e3c1c1c3e7ff,01_opishnyan_ceramics/o055,,,candidate_379f467f69bbb9d8,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_8fc16e138d1e4730,dataset_dev/01_opishnyan_ceramics/o056_1.jpg,dataset_dev,01_opishnyan_ceramics,o056_1.jpg,.jpg,267938,9c349ad50acdcf79e65d5dbf2df4a0805f1cfafbe5d0bd15564fc988c50bcbc4,True,JPEG,RGB,1365,2048,0.666504,,b070f8f1d071f8e0,ffc3c3c3c3e3e3ff,01_opishnyan_ceramics/o056,,,candidate_07a09fc5f6769363,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_50ae20fa9c372726,dataset_dev/01_opishnyan_ceramics/o056_2.jpg,dataset_dev,01_opishnyan_ceramics,o056_2.jpg,.jpg,255188,568a85d9f570db0c9c72ddf9e097400d6f324828ee42f3e5de54cda3519cc515,True,JPEG,RGB,1365,2048,0.666504,,f07078f1b3f3f9f4,ffc3c3c3e7e7e3ff,01_opishnyan_ceramics/o056,,,candidate_07a09fc5f6769363,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_76422e04e5044037,dataset_dev/01_opishnyan_ceramics/o057.jpg,dataset_dev,01_opishnyan_ceramics,o057.jpg,.jpg,59572,fa1f662d1f54e769aa35fc0f2f880ce5b1e161c4021a2c5ad5e5d177c4864325,True,JPEG,RGB,1350,900,1.5,,0479693969290926,fff7c3c3c3c3f3ff,01_opishnyan_ceramics/o057,,,candidate_4c2ab8300c01188c,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
img_2f5f53a11d7668fc,dataset_dev/01_opishnyan_ceramics/o060.jpeg,dataset_dev,01_opishnyan_ceramics,o060.jpeg,.jpeg,192259,5b63e9fc80dea3de684fd3b2dc029d833f620eb3c8d58a1efe91563bd165d633,True,JPEG,RGB,1920,1080,1.777778,,0f0f0f0f0f0f1f0f,00183c3c3c3c3800,01_opishnyan_ceramics/o060,,visual_3d1d7f279c71eaa9,candidate_3d1d7f279c71eaa9,ok,,unreviewed,unreviewed,unreviewed,unreviewed,unknown,unknown,provided_folder_label,needs_manual_review,
