image_id,relative_path,ornament_label,old_split,file_name,content_sha256,width,height,quality_flags,candidate_object_group_id,manual_review_status,confirmed_object_group_id,confirmed_source_group_id,presemantic_split_group_id,semantic_split_group_id,global_source_cohort_id,source_atomic_cohort_ids,pre_source_cohort_split_group_id,source_atomic_split_group_id,split_group_id,semantic_review_component_ids,semantic_review_decision,semantic_merge_component_ids,semantic_merge_group_ids,semantic_merge_relationships,semantic_similarity_audit_fingerprint_sha256,semantic_adjudication_file_sha256,global_source_inventory_projection_fingerprint_sha256,global_source_cohort_file_sha256,object_type,motif_visibility,label_status,training_use,inclusion_status,exclusion_reason,production_split,cv_fold,split_version,split_seed
img_83d7d22b0e1eb6eb,dataset_dev/01_opishnyan_ceramics/o097.jpg,01_opishnyan_ceramics,dataset_dev,o097.jpg,27fac21a0661282df29427ef0f9c8d575a4f9f8b673865f57994136763c30390,600,900,ok,candidate_59e4b830bd62ffdf,not_required_singleton,obj_single_83d7d22b0e1eb6eb,,obj_single_83d7d22b0e1eb6eb,obj_single_83d7d22b0e1eb6eb,src_global_opn_museum_display_logo,src_global_opn_museum_display_logo,obj_single_83d7d22b0e1eb6eb,srcgrp_4816dd56c8688495,srcgrp_4816dd56c8688495,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,unreviewed,unreviewed,provided_folder_label,keep_primary,included,,train,2,step02_source_atomic_v3,20260719
img_66293d24535400e3,dataset_dev/01_opishnyan_ceramics/o100.jpg,01_opishnyan_ceramics,dataset_dev,o100.jpg,d0599b56a433f1ad709e9fb4d333a87b930a72091a75941013d1734feef21bcb,1350,900,ok,candidate_44e5b520d415a659,not_required_singleton,obj_single_66293d24535400e3,,obj_single_66293d24535400e3,obj_single_66293d24535400e3,src_global_opn_museum_display_logo,src_global_opn_museum_display_logo,obj_single_66293d24535400e3,srcgrp_4816dd56c8688495,srcgrp_4816dd56c8688495,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,unreviewed,unreviewed,provided_folder_label,keep_primary,included,,train,2,step02_source_atomic_v3,20260719
img_065dff950ae8b9dc,dataset_dev/01_opishnyan_ceramics/o101.jpg,01_opishnyan_ceramics,dataset_dev,o101.jpg,c346faa2430f4b96eb2646d93f96dc9274aa0e225fd09c37895fc1274d007bb4,1350,900,ok,candidate_e91982e06a857fef,not_required_singleton,obj_single_065dff950ae8b9dc,,obj_single_065dff950ae8b9dc,obj_single_065dff950ae8b9dc,src_global_opn_museum_display_logo,src_global_opn_museum_display_logo,obj_single_065dff950ae8b9dc,srcgrp_4816dd56c8688495,srcgrp_4816dd56c8688495,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,unreviewed,unreviewed,provided_folder_label,keep_primary,included,,train,2,step02_source_atomic_v3,20260719
img_a7f9c61d19edc296,dataset_dev/01_opishnyan_ceramics/o102.jpg,01_opishnyan_ceramics,dataset_dev,o102.jpg,7ae4cd2217cfbba5ceeb5f8f25c1cb401be12150f6393f106f3a7151a6871b1a,600,900,ok,candidate_ba81df5b8107568b,not_required_singleton,obj_single_a7f9c61d19edc296,,obj_single_a7f9c61d19edc296,obj_single_a7f9c61d19edc296,src_global_opn_museum_display_logo,src_global_opn_museum_display_logo,obj_single_a7f9c61d19edc296,srcgrp_4816dd56c8688495,srcgrp_4816dd56c8688495,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,unreviewed,unreviewed,provided_folder_label,keep_primary,included,,train,2,step02_source_atomic_v3,20260719
img_1460ba9736792769,dataset_dev/01_opishnyan_ceramics/o103.jpg,01_opishnyan_ceramics,dataset_dev,o103.jpg,646a4f279939dbf7dabc18eb6986b79b05166523fdeb82bd66d8497afcdea316,1350,900,ok,candidate_cac3156f50949f25,not_required_singleton,obj_single_1460ba9736792769,,obj_single_1460ba9736792769,obj_single_1460ba9736792769,src_global_opn_museum_display_logo,src_global_opn_museum_display_logo,obj_single_1460ba9736792769,srcgrp_4816dd56c8688495,srcgrp_4816dd56c8688495,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,unreviewed,unreviewed,provided_folder_label,keep_primary,included,,train,2,step02_source_atomic_v3,20260719
img_baedaa0c71e3b7ab,dataset_dev/01_opishnyan_ceramics/o227.jpg,01_opishnyan_ceramics,dataset_dev,o227.jpg,531f431f63c087171abcc0db5369ede932c9b51adff36f0eb211a789b491f35b,918,1280,ok,candidate_45d6a538dcef32ba,not_required_singleton,obj_single_baedaa0c71e3b7ab,,obj_single_baedaa0c71e3b7ab,obj_single_baedaa0c71e3b7ab,,,obj_single_baedaa0c71e3b7ab,obj_single_baedaa0c71e3b7ab,obj_single_baedaa0c71e3b7ab,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,unreviewed,unreviewed,provided_folder_label,keep_primary,included,,train,4,step02_source_atomic_v3,20260719
img_cb94defd98ea0ecf,dataset_dev/01_opishnyan_ceramics/o238_1.jpg,01_opishnyan_ceramics,dataset_dev,o238_1.jpg,f502824de3baedd9058be496192ea0fc5b779bf6dc7b62c232a31ccc92947f5c,720,1280,ok,candidate_8b2594fc8556035e,complete,obj_manual_088,src_manual_088,src_manual_088,src_manual_088,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_088,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_primary,included,,train,4,step02_source_atomic_v3,20260719
img_b6c8a1f25fcff781,dataset_dev/01_opishnyan_ceramics/o238_2.jpg,01_opishnyan_ceramics,dataset_dev,o238_2.jpg,1a839649dbb296ddbaf87997e6330cd0aeb8b67214b9ec6462635f955a7ce2f2,960,1280,ok,candidate_8b2594fc8556035e,complete,obj_manual_088,src_manual_088,src_manual_088,src_manual_088,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_088,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_2b60864c8acbd2ed,dataset_dev/01_opishnyan_ceramics/o238_3.jpg,01_opishnyan_ceramics,dataset_dev,o238_3.jpg,9aff2b3571d3792204ad154d6d5339fe1ee5a036205e63e7fc269a779d24615f,960,1280,ok,candidate_8b2594fc8556035e,complete,obj_manual_088,src_manual_088,src_manual_088,src_manual_088,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_088,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_126cf508ef443a2e,dataset_dev/01_opishnyan_ceramics/o238_4.jpg,01_opishnyan_ceramics,dataset_dev,o238_4.jpg,b36ccdecda5c2a3656f412da90968f5a4cb7fbd9b35bf2eb4b9d1215515febc1,960,1280,ok,candidate_8b2594fc8556035e,complete,obj_manual_088,src_manual_088,src_manual_088,src_manual_088,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_088,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_3ee3eeef60f72437,dataset_dev/01_opishnyan_ceramics/o238_5.jpg,01_opishnyan_ceramics,dataset_dev,o238_5.jpg,3fd183a72a940c95636a0bcedbf4b9ae745f2c0d265d3497bf0f7a58c1d8f4a5,960,1280,ok,candidate_8b2594fc8556035e,complete,obj_manual_088,src_manual_088,src_manual_088,src_manual_088,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_088,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_48c3e0ac7ac459c8,dataset_dev/01_opishnyan_ceramics/o239_1.jpg,01_opishnyan_ceramics,dataset_dev,o239_1.jpg,3af085b0e30ae2f86926c17648c1ea15109021c343621b6ed41746deaa03cc9b,960,1280,ok,candidate_2dca56fa41f34fa7,complete,obj_manual_039_a,src_manual_039,src_manual_039,src_manual_039,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_039,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_primary,included,,train,4,step02_source_atomic_v3,20260719
img_e74ffa08e7ae375a,dataset_dev/01_opishnyan_ceramics/o239_2.jpg,01_opishnyan_ceramics,dataset_dev,o239_2.jpg,bec06c792c0b792ffd2575ce317290337dd6292f284e0233cadc393955767382,720,1280,ok,candidate_2dca56fa41f34fa7,complete,obj_manual_039_a,src_manual_039,src_manual_039,src_manual_039,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_039,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_d1fc44e2cf491131,dataset_dev/01_opishnyan_ceramics/o239_3.jpg,01_opishnyan_ceramics,dataset_dev,o239_3.jpg,5890df1c119cc95a080fd76ed7d23fa7a5f4c5481fb9191d45323e4dfe282c29,960,1280,ok,candidate_2dca56fa41f34fa7,complete,obj_manual_039_a,src_manual_039,src_manual_039,src_manual_039,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_039,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_c8ef2eb10beb8067,dataset_dev/01_opishnyan_ceramics/o239_4.jpg,01_opishnyan_ceramics,dataset_dev,o239_4.jpg,ed7c4e8a1427aa28f21823ca00a98779766ed57df95820b8f35eedead86e92b5,720,1280,ok,candidate_2dca56fa41f34fa7,complete,obj_manual_039_a,src_manual_039,src_manual_039,src_manual_039,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_039,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_8236436c367459ed,dataset_dev/01_opishnyan_ceramics/o239_5.jpg,01_opishnyan_ceramics,dataset_dev,o239_5.jpg,8e59015833592fe02e71ea13ff615c839568d9d306d2f34c4fdd96306371a06e,720,1280,ok,candidate_2dca56fa41f34fa7,complete,obj_manual_039_a,src_manual_039,src_manual_039,src_manual_039,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_039,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,figurine_or_sculpture,clear,correct,keep_related_view,included,,train,4,step02_source_atomic_v3,20260719
img_9dcae94b7c028b48,dataset_dev/01_opishnyan_ceramics/o239_6.jpg,01_opishnyan_ceramics,dataset_dev,o239_6.jpg,7358383ec407bb67a414461d3a0f95cb9d0507854ff2668fd70b893a5c4d1b77,955,1280,ok,candidate_2dca56fa41f34fa7,complete,obj_manual_039_b,src_manual_039,src_manual_039,src_manual_039,src_global_opn_shelf_figurines,src_global_opn_shelf_figurines,src_manual_039,srcgrp_2f3fc2708dc7b50c,srcgrp_2f3fc2708dc7b50c,,,,,,9cdaaa669450148bc93e3f7e7eb0172c77cca98a5c78e3e4ba68b6ef18fbf748,dc3a312bb0716260a3bbb0f04d20cc90aa9e1e144d3bac7288ab2123d8fed338,bc90b6022b2f8bb6183e7d6f9cb73ab1908900077c70ad5ca4ea9355b01c81aa,01476014ee037c7a8fbdf5ea9d1c7f8649b6472b9adf476d7b8296df8392a550,mixed_display_or_collection,small,correct,keep_primary,included,,train,4,step02_source_atomic_v3,20260719
