image_id,relative_path,proposal_rank,proposal_id,left,top,right,bottom,scale,x_position,y_position,texture_score
img_3f867edb13f6d9e7,dataset_dev/01_opishnyan_ceramics/o072.jpg,4,s1_y0_x0,0,0,1776,1776,0.6499999761581421,0.0,0.0,0.09876139942643272
img_3f867edb13f6d9e7,dataset_dev/01_opishnyan_ceramics/o072.jpg,5,s0_y0_x2,1503,0,2733,1230,0.44999998807907104,1.0,0.0,0.09862105483406923
img_3f867edb13f6d9e7,dataset_dev/01_opishnyan_ceramics/o072.jpg,6,s1_y1_x2,957,1160,2733,2936,0.6499999761581421,1.0,0.5,0.08912591071323858
img_e42e9a248f42aeff,dataset_dev/01_opishnyan_ceramics/o076.jpg,1,s0_y2_x1,561,698,1132,1269,0.44999998807907104,0.5,1.0,0.13213556451290442
img_e42e9a248f42aeff,dataset_dev/01_opishnyan_ceramics/o076.jpg,2,s1_y2_x1,434,444,1259,1269,0.6499999761581421,0.5,1.0,0.13079442261493868
img_e42e9a248f42aeff,dataset_dev/01_opishnyan_ceramics/o076.jpg,3,s1_y1_x1,434,222,1259,1047,0.6499999761581421,0.5,0.5,0.12565170036589302
img_e42e9a248f42aeff,dataset_dev/01_opishnyan_ceramics/o076.jpg,4,s0_y1_x1,561,349,1132,920,0.44999998807907104,0.5,0.5,0.12229577470774712
img_e42e9a248f42aeff,dataset_dev/01_opishnyan_ceramics/o076.jpg,5,s1_y2_x2,868,444,1693,1269,0.6499999761581421,1.0,1.0,0.10806177219996232
img_e42e9a248f42aeff,dataset_dev/01_opishnyan_ceramics/o076.jpg,6,s1_y0_x1,434,0,1259,825,0.6499999761581421,0.5,0.0,0.10389799973006601
img_20daf377d66f3fa1,dataset_dev/01_opishnyan_ceramics/o077.jpg,1,s0_y1_x1,403,211,749,557,0.44999998807907104,0.5,0.5,0.13434913063275639
img_20daf377d66f3fa1,dataset_dev/01_opishnyan_ceramics/o077.jpg,2,s1_y1_x1,326,134,825,633,0.6499999761581421,0.5,0.5,0.11878938645819823
img_20daf377d66f3fa1,dataset_dev/01_opishnyan_ceramics/o077.jpg,3,s1_y2_x1,326,269,825,768,0.6499999761581421,0.5,1.0,0.11761426815088308
img_20daf377d66f3fa1,dataset_dev/01_opishnyan_ceramics/o077.jpg,4,s0_y2_x1,403,422,749,768,0.44999998807907104,0.5,1.0,0.11114456579388211
img_20daf377d66f3fa1,dataset_dev/01_opishnyan_ceramics/o077.jpg,5,s1_y0_x1,326,0,825,499,0.6499999761581421,0.5,0.0,0.102334214429633
img_20daf377d66f3fa1,dataset_dev/01_opishnyan_ceramics/o077.jpg,6,s1_y1_x0,0,134,499,633,0.6499999761581421,0.0,0.5,0.08914168318124654
img_55d9ff12510acae5,dataset_dev/01_opishnyan_ceramics/o079.jpg,1,s0_y2_x1,141,538,371,768,0.44999998807907104,0.5,1.0,0.12123392696588509
img_55d9ff12510acae5,dataset_dev/01_opishnyan_ceramics/o079.jpg,2,s0_y1_x1,141,269,371,499,0.44999998807907104,0.5,0.5,0.10892400730424262
img_55d9ff12510acae5,dataset_dev/01_opishnyan_ceramics/o079.jpg,3,s1_y2_x1,90,435,423,768,0.6499999761581421,0.5,1.0,0.10772742511340806
img_55d9ff12510acae5,dataset_dev/01_opishnyan_ceramics/o079.jpg,4,s1_y2_x2,179,435,512,768,0.6499999761581421,1.0,1.0,0.10067350087055488
img_55d9ff12510acae5,dataset_dev/01_opishnyan_ceramics/o079.jpg,5,s1_y2_x0,0,435,333,768,0.6499999761581421,0.0,1.0,0.09433821496490344
img_55d9ff12510acae5,dataset_dev/01_opishnyan_ceramics/o079.jpg,6,s0_y2_x2,282,538,512,768,0.44999998807907104,1.0,1.0,0.0913516721413446
img_9f4dd9669496c0fc,dataset_dev/01_opishnyan_ceramics/o080.jpg,1,s0_y1_x1,141,269,371,499,0.44999998807907104,0.5,0.5,0.10331905097316255
img_9f4dd9669496c0fc,dataset_dev/01_opishnyan_ceramics/o080.jpg,2,s1_y1_x2,179,218,512,551,0.6499999761581421,1.0,0.5,0.09339328983445366
img_9f4dd9669496c0fc,dataset_dev/01_opishnyan_ceramics/o080.jpg,3,s1_y1_x1,90,218,423,551,0.6499999761581421,0.5,0.5,0.09333239713733592
img_9f4dd9669496c0fc,dataset_dev/01_opishnyan_ceramics/o080.jpg,4,s1_y1_x0,0,218,333,551,0.6499999761581421,0.0,0.5,0.08602944126958387
img_9f4dd9669496c0fc,dataset_dev/01_opishnyan_ceramics/o080.jpg,5,s0_y1_x2,282,269,512,499,0.44999998807907104,1.0,0.5,0.08405133029494477
img_9f4dd9669496c0fc,dataset_dev/01_opishnyan_ceramics/o080.jpg,6,s0_y1_x0,0,269,230,499,0.44999998807907104,0.0,0.5,0.07315715935490696
img_bc67051e8211bbac,dataset_dev/01_opishnyan_ceramics/o094.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.11440774419420578
img_bc67051e8211bbac,dataset_dev/01_opishnyan_ceramics/o094.jpg,2,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.08668306840249912
img_bc67051e8211bbac,dataset_dev/01_opishnyan_ceramics/o094.jpg,3,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.08114793398339022
img_bc67051e8211bbac,dataset_dev/01_opishnyan_ceramics/o094.jpg,4,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.08058741591824026
img_bc67051e8211bbac,dataset_dev/01_opishnyan_ceramics/o094.jpg,5,s1_y2_x1,105,510,495,900,0.6499999761581421,0.5,1.0,0.07976461463819011
img_bc67051e8211bbac,dataset_dev/01_opishnyan_ceramics/o094.jpg,6,s1_y2_x2,210,510,600,900,0.6499999761581421,1.0,1.0,0.07591513602213391
img_83d7d22b0e1eb6eb,dataset_dev/01_opishnyan_ceramics/o097.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.11236431607724577
img_83d7d22b0e1eb6eb,dataset_dev/01_opishnyan_ceramics/o097.jpg,2,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.09964236157031542
img_83d7d22b0e1eb6eb,dataset_dev/01_opishnyan_ceramics/o097.jpg,3,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.09637852463239668
img_83d7d22b0e1eb6eb,dataset_dev/01_opishnyan_ceramics/o097.jpg,4,s1_y2_x1,105,510,495,900,0.6499999761581421,0.5,1.0,0.0833503661771254
img_83d7d22b0e1eb6eb,dataset_dev/01_opishnyan_ceramics/o097.jpg,5,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.0828072012672736
img_83d7d22b0e1eb6eb,dataset_dev/01_opishnyan_ceramics/o097.jpg,6,s0_y2_x1,165,630,435,900,0.44999998807907104,0.5,1.0,0.08080282088618888
img_66293d24535400e3,dataset_dev/01_opishnyan_ceramics/o100.jpg,1,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.10935436821205169
img_66293d24535400e3,dataset_dev/01_opishnyan_ceramics/o100.jpg,2,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.09323863038905894
img_66293d24535400e3,dataset_dev/01_opishnyan_ceramics/o100.jpg,3,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.08842079975189593
img_66293d24535400e3,dataset_dev/01_opishnyan_ceramics/o100.jpg,4,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.082030713548876
img_66293d24535400e3,dataset_dev/01_opishnyan_ceramics/o100.jpg,5,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.07744152825669606
img_66293d24535400e3,dataset_dev/01_opishnyan_ceramics/o100.jpg,6,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.07484567034950274
img_065dff950ae8b9dc,dataset_dev/01_opishnyan_ceramics/o101.jpg,1,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.10865268678590582
img_065dff950ae8b9dc,dataset_dev/01_opishnyan_ceramics/o101.jpg,2,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.10401503004620329
img_065dff950ae8b9dc,dataset_dev/01_opishnyan_ceramics/o101.jpg,3,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.10381229701403977
img_065dff950ae8b9dc,dataset_dev/01_opishnyan_ceramics/o101.jpg,4,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.09048148010465978
img_065dff950ae8b9dc,dataset_dev/01_opishnyan_ceramics/o101.jpg,5,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.09042436547947647
img_065dff950ae8b9dc,dataset_dev/01_opishnyan_ceramics/o101.jpg,6,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.08685372040763785
img_a7f9c61d19edc296,dataset_dev/01_opishnyan_ceramics/o102.jpg,1,s1_y2_x1,105,510,495,900,0.6499999761581421,0.5,1.0,0.09518951328435252
img_a7f9c61d19edc296,dataset_dev/01_opishnyan_ceramics/o102.jpg,2,s1_y2_x2,210,510,600,900,0.6499999761581421,1.0,1.0,0.09441293244990706
img_a7f9c61d19edc296,dataset_dev/01_opishnyan_ceramics/o102.jpg,3,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.09358457917392297
img_a7f9c61d19edc296,dataset_dev/01_opishnyan_ceramics/o102.jpg,4,s0_y2_x2,330,630,600,900,0.44999998807907104,1.0,1.0,0.09338288715806191
img_a7f9c61d19edc296,dataset_dev/01_opishnyan_ceramics/o102.jpg,5,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.09150676172719786
img_a7f9c61d19edc296,dataset_dev/01_opishnyan_ceramics/o102.jpg,6,s0_y1_x0,0,315,270,585,0.44999998807907104,0.0,0.5,0.09104815786980251
img_1460ba9736792769,dataset_dev/01_opishnyan_ceramics/o103.jpg,1,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.08556981903759041
img_1460ba9736792769,dataset_dev/01_opishnyan_ceramics/o103.jpg,2,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.08085695060170994
img_1460ba9736792769,dataset_dev/01_opishnyan_ceramics/o103.jpg,3,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.07607839467822428
img_1460ba9736792769,dataset_dev/01_opishnyan_ceramics/o103.jpg,4,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.07271767697574602
img_1460ba9736792769,dataset_dev/01_opishnyan_ceramics/o103.jpg,5,s0_y0_x0,0,0,405,405,0.44999998807907104,0.0,0.0,0.06783206296504513
img_1460ba9736792769,dataset_dev/01_opishnyan_ceramics/o103.jpg,6,s1_y0_x2,765,0,1350,585,0.6499999761581421,1.0,0.0,0.06728359535307633
img_9ff629926d00c926,dataset_dev/01_opishnyan_ceramics/o117.jpg,1,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.13646344655804535
img_9ff629926d00c926,dataset_dev/01_opishnyan_ceramics/o117.jpg,2,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.1273083242903976
img_9ff629926d00c926,dataset_dev/01_opishnyan_ceramics/o117.jpg,3,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.12473220173808296
img_9ff629926d00c926,dataset_dev/01_opishnyan_ceramics/o117.jpg,4,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.12316111515052758
img_9ff629926d00c926,dataset_dev/01_opishnyan_ceramics/o117.jpg,5,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.12252042657563508
img_9ff629926d00c926,dataset_dev/01_opishnyan_ceramics/o117.jpg,6,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.12214580121951457
img_f217d73709a40bba,dataset_dev/01_opishnyan_ceramics/o119.jpg,1,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.1390163942315894
img_f217d73709a40bba,dataset_dev/01_opishnyan_ceramics/o119.jpg,2,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.12584876103567672
img_f217d73709a40bba,dataset_dev/01_opishnyan_ceramics/o119.jpg,3,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.12026570116106661
img_f217d73709a40bba,dataset_dev/01_opishnyan_ceramics/o119.jpg,4,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.1195928806220976
img_f217d73709a40bba,dataset_dev/01_opishnyan_ceramics/o119.jpg,5,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.1127399415971931
img_f217d73709a40bba,dataset_dev/01_opishnyan_ceramics/o119.jpg,6,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.10705207288015164
img_56fe26ce51147522,dataset_dev/01_opishnyan_ceramics/o122.jpg,1,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.13457534716468086
img_56fe26ce51147522,dataset_dev/01_opishnyan_ceramics/o122.jpg,2,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.11836916276763303
img_56fe26ce51147522,dataset_dev/01_opishnyan_ceramics/o122.jpg,3,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.11202136926405074
img_56fe26ce51147522,dataset_dev/01_opishnyan_ceramics/o122.jpg,4,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.10933525599350516
img_56fe26ce51147522,dataset_dev/01_opishnyan_ceramics/o122.jpg,5,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.10363330491504827
img_56fe26ce51147522,dataset_dev/01_opishnyan_ceramics/o122.jpg,6,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.09806346145503263
img_bb478a6a9ea96f01,dataset_dev/01_opishnyan_ceramics/o124.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.11511794826541769
img_bb478a6a9ea96f01,dataset_dev/01_opishnyan_ceramics/o124.jpg,2,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.08120938279224738
img_bb478a6a9ea96f01,dataset_dev/01_opishnyan_ceramics/o124.jpg,3,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.07992004852140057
img_bb478a6a9ea96f01,dataset_dev/01_opishnyan_ceramics/o124.jpg,4,s0_y1_x0,0,315,270,585,0.44999998807907104,0.0,0.5,0.07603151160565842
img_bb478a6a9ea96f01,dataset_dev/01_opishnyan_ceramics/o124.jpg,5,s1_y2_x1,105,510,495,900,0.6499999761581421,0.5,1.0,0.07031370931028806
img_bb478a6a9ea96f01,dataset_dev/01_opishnyan_ceramics/o124.jpg,6,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.07001087131097852
img_4c7d5a51f9d49830,dataset_dev/01_opishnyan_ceramics/o126.jpg,1,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.11255477206364645
img_4c7d5a51f9d49830,dataset_dev/01_opishnyan_ceramics/o126.jpg,2,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.08195191710906322
img_4c7d5a51f9d49830,dataset_dev/01_opishnyan_ceramics/o126.jpg,3,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.0758179814306973
img_4c7d5a51f9d49830,dataset_dev/01_opishnyan_ceramics/o126.jpg,4,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.07141015684730331
img_4c7d5a51f9d49830,dataset_dev/01_opishnyan_ceramics/o126.jpg,5,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.06912262341934945
img_4c7d5a51f9d49830,dataset_dev/01_opishnyan_ceramics/o126.jpg,6,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.049110743488724636
img_390d919059572a43,dataset_dev/01_opishnyan_ceramics/o127.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.12653594847187968
img_390d919059572a43,dataset_dev/01_opishnyan_ceramics/o127.jpg,2,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.11985461438029066
img_390d919059572a43,dataset_dev/01_opishnyan_ceramics/o127.jpg,3,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.11883377306283514
img_390d919059572a43,dataset_dev/01_opishnyan_ceramics/o127.jpg,4,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.11673035352568463
img_390d919059572a43,dataset_dev/01_opishnyan_ceramics/o127.jpg,5,s0_y1_x0,0,315,270,585,0.44999998807907104,0.0,0.5,0.1157210472581612
img_390d919059572a43,dataset_dev/01_opishnyan_ceramics/o127.jpg,6,s1_y2_x2,210,510,600,900,0.6499999761581421,1.0,1.0,0.10596849081588543
img_183cedcef8321e71,dataset_dev/01_opishnyan_ceramics/o128.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.13361536559431003
img_183cedcef8321e71,dataset_dev/01_opishnyan_ceramics/o128.jpg,2,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.118275844993066
img_183cedcef8321e71,dataset_dev/01_opishnyan_ceramics/o128.jpg,3,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.10925654507274943
img_183cedcef8321e71,dataset_dev/01_opishnyan_ceramics/o128.jpg,4,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.10654822345525689
img_183cedcef8321e71,dataset_dev/01_opishnyan_ceramics/o128.jpg,5,s0_y1_x2,330,315,600,585,0.44999998807907104,1.0,0.5,0.10272904137060297
img_183cedcef8321e71,dataset_dev/01_opishnyan_ceramics/o128.jpg,6,s0_y1_x0,0,315,270,585,0.44999998807907104,0.0,0.5,0.10130506610322587
img_8ac7c7cfa2046468,dataset_dev/01_opishnyan_ceramics/o131.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.12158308912668533
img_8ac7c7cfa2046468,dataset_dev/01_opishnyan_ceramics/o131.jpg,2,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.1036048821472692
img_8ac7c7cfa2046468,dataset_dev/01_opishnyan_ceramics/o131.jpg,3,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.09248368959767683
img_8ac7c7cfa2046468,dataset_dev/01_opishnyan_ceramics/o131.jpg,4,s0_y1_x2,330,315,600,585,0.44999998807907104,1.0,0.5,0.08898753182257962
img_8ac7c7cfa2046468,dataset_dev/01_opishnyan_ceramics/o131.jpg,5,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.08705812443478297
img_8ac7c7cfa2046468,dataset_dev/01_opishnyan_ceramics/o131.jpg,6,s1_y2_x1,105,510,495,900,0.6499999761581421,0.5,1.0,0.08261550419154584
img_98cf909cf2c2c26e,dataset_dev/01_opishnyan_ceramics/o132.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.08227660109708382
img_98cf909cf2c2c26e,dataset_dev/01_opishnyan_ceramics/o132.jpg,2,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.06918218881740135
img_98cf909cf2c2c26e,dataset_dev/01_opishnyan_ceramics/o132.jpg,3,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.06779344992037968
img_98cf909cf2c2c26e,dataset_dev/01_opishnyan_ceramics/o132.jpg,4,s1_y2_x1,105,510,495,900,0.6499999761581421,0.5,1.0,0.06729882756428712
img_98cf909cf2c2c26e,dataset_dev/01_opishnyan_ceramics/o132.jpg,5,s1_y2_x2,210,510,600,900,0.6499999761581421,1.0,1.0,0.06387305507687757
img_98cf909cf2c2c26e,dataset_dev/01_opishnyan_ceramics/o132.jpg,6,s1_y2_x0,0,510,390,900,0.6499999761581421,0.0,1.0,0.0635725618430891
img_965b324ff3a43ff9,dataset_dev/01_opishnyan_ceramics/o134.jpg,1,s0_y1_x1,472,248,877,653,0.44999998807907104,0.5,0.5,0.09823753226656916
img_965b324ff3a43ff9,dataset_dev/01_opishnyan_ceramics/o134.jpg,2,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.08018756343501135
img_965b324ff3a43ff9,dataset_dev/01_opishnyan_ceramics/o134.jpg,3,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.07118633671597316
img_965b324ff3a43ff9,dataset_dev/01_opishnyan_ceramics/o134.jpg,4,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.07101622486958792
img_965b324ff3a43ff9,dataset_dev/01_opishnyan_ceramics/o134.jpg,5,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.06623092692086374
img_965b324ff3a43ff9,dataset_dev/01_opishnyan_ceramics/o134.jpg,6,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.04651346885581038
img_dd456711a8868062,dataset_dev/01_opishnyan_ceramics/o135.jpg,1,s0_y1_x1,165,315,435,585,0.44999998807907104,0.5,0.5,0.11751296898555884
img_dd456711a8868062,dataset_dev/01_opishnyan_ceramics/o135.jpg,2,s1_y1_x0,0,255,390,645,0.6499999761581421,0.0,0.5,0.09448794589379562
img_dd456711a8868062,dataset_dev/01_opishnyan_ceramics/o135.jpg,3,s1_y1_x1,105,255,495,645,0.6499999761581421,0.5,0.5,0.09228981197184859
img_dd456711a8868062,dataset_dev/01_opishnyan_ceramics/o135.jpg,4,s1_y1_x2,210,255,600,645,0.6499999761581421,1.0,0.5,0.08734573360740526
img_dd456711a8868062,dataset_dev/01_opishnyan_ceramics/o135.jpg,5,s0_y2_x1,165,630,435,900,0.44999998807907104,0.5,1.0,0.07784540619630166
img_dd456711a8868062,dataset_dev/01_opishnyan_ceramics/o135.jpg,6,s1_y2_x0,0,510,390,900,0.6499999761581421,0.0,1.0,0.0727731478459744
img_14bbcde62d473908,dataset_dev/01_opishnyan_ceramics/o136.jpg,1,s1_y1_x1,382,158,967,743,0.6499999761581421,0.5,0.5,0.118640329129964
img_14bbcde62d473908,dataset_dev/01_opishnyan_ceramics/o136.jpg,2,s0_y0_x1,472,0,877,405,0.44999998807907104,0.5,0.0,0.11283549546202881
img_14bbcde62d473908,dataset_dev/01_opishnyan_ceramics/o136.jpg,3,s1_y0_x1,382,0,967,585,0.6499999761581421,0.5,0.0,0.11209647089504984
img_14bbcde62d473908,dataset_dev/01_opishnyan_ceramics/o136.jpg,4,s1_y2_x1,382,315,967,900,0.6499999761581421,0.5,1.0,0.1106957259779206
img_14bbcde62d473908,dataset_dev/01_opishnyan_ceramics/o136.jpg,5,s0_y2_x1,472,495,877,900,0.44999998807907104,0.5,1.0,0.10907778226916644
img_14bbcde62d473908,dataset_dev/01_opishnyan_ceramics/o136.jpg,6,s1_y1_x2,765,158,1350,743,0.6499999761581421,1.0,0.5,0.09298304366514099
