cohort_id,cohort_size,ornament_label,relationship,image_id,relative_path,file_name,source_rule,semantic_split_group_id,current_production_split,current_cv_fold,evidence,notes
src_global_bub_dark_cloth_closeups,13,03_bubnivka_ceramics,same_acquisition_source,img_d0bf1a42720f71fe,dataset_dev/03_bubnivka_ceramics/b294.jpg,b294.jpg,first filename integer 294-307,obj_single_d0bf1a42720f71fe,validation,2,"A contiguous close-up sequence shares the same dark patterned support, lighting, crop style, and camera rendering.",Some records may also be related views; this cohort conservatively captures their common acquisition source.
src_global_bub_dark_cloth_closeups,13,03_bubnivka_ceramics,same_acquisition_source,img_ee59c5d4382cc9a1,dataset_dev/03_bubnivka_ceramics/b296.jpg,b296.jpg,first filename integer 294-307,obj_single_ee59c5d4382cc9a1,validation,2,"A contiguous close-up sequence shares the same dark patterned support, lighting, crop style, and camera rendering.",Some records may also be related views; this cohort conservatively captures their common acquisition source.
src_global_bub_dark_cloth_closeups,13,03_bubnivka_ceramics,same_acquisition_source,img_fdd1c79575243573,dataset_test/03_bubnivka_ceramics/b299.jpg,b299.jpg,first filename integer 294-307,obj_single_fdd1c79575243573,validation,2,"A contiguous close-up sequence shares the same dark patterned support, lighting, crop style, and camera rendering.",Some records may also be related views; this cohort conservatively captures their common acquisition source.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_0caeb02ddec9bc03,dataset_dev/03_bubnivka_ceramics/b092.jpg,b092.jpg,first filename integer 83-106,semgrp_5c89942aa7879eaa,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_18413752a4ee3955,dataset_dev/03_bubnivka_ceramics/b099.jpg,b099.jpg,first filename integer 83-106,obj_single_18413752a4ee3955,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_1a083fd5fe621820,dataset_dev/03_bubnivka_ceramics/b097.jpg,b097.jpg,first filename integer 83-106,obj_single_1a083fd5fe621820,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_2753b13ff9a67e2c,dataset_test/03_bubnivka_ceramics/b100.jpg,b100.jpg,first filename integer 83-106,obj_single_2753b13ff9a67e2c,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_2e94d54e2284b54d,dataset_dev/03_bubnivka_ceramics/b084.jpg,b084.jpg,first filename integer 83-106,obj_single_2e94d54e2284b54d,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_30e985fd97200ef9,dataset_test/03_bubnivka_ceramics/b087.jpg,b087.jpg,first filename integer 83-106,obj_single_30e985fd97200ef9,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_31a22cf98af2fa6a,dataset_dev/03_bubnivka_ceramics/b089.jpg,b089.jpg,first filename integer 83-106,obj_single_31a22cf98af2fa6a,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_331b7f802dbc25f3,dataset_dev/03_bubnivka_ceramics/b086.jpg,b086.jpg,first filename integer 83-106,obj_single_331b7f802dbc25f3,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_371059ea5c7cfe59,dataset_dev/03_bubnivka_ceramics/b098.jpg,b098.jpg,first filename integer 83-106,obj_single_371059ea5c7cfe59,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_5c1413721788d8b4,dataset_dev/03_bubnivka_ceramics/b103.jpg,b103.jpg,first filename integer 83-106,obj_single_5c1413721788d8b4,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_5c22fb3bee8f2de6,dataset_dev/03_bubnivka_ceramics/b090.jpg,b090.jpg,first filename integer 83-106,obj_single_5c22fb3bee8f2de6,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_60fbf5c6e880fe0a,dataset_dev/03_bubnivka_ceramics/b106.jpg,b106.jpg,first filename integer 83-106,obj_single_60fbf5c6e880fe0a,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_6ec380bf0d545b56,dataset_test/03_bubnivka_ceramics/b094.jpg,b094.jpg,first filename integer 83-106,obj_single_6ec380bf0d545b56,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_72d816de4a7b41f1,dataset_dev/03_bubnivka_ceramics/b091.jpg,b091.jpg,first filename integer 83-106,semgrp_5c89942aa7879eaa,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_9730a0bef77209a2,dataset_test/03_bubnivka_ceramics/b085.jpg,b085.jpg,first filename integer 83-106,obj_single_9730a0bef77209a2,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_98808e79431a3d38,dataset_test/03_bubnivka_ceramics/b096.jpg,b096.jpg,first filename integer 83-106,obj_single_98808e79431a3d38,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_9a1562ecc3d8d28c,dataset_dev/03_bubnivka_ceramics/b105.jpg,b105.jpg,first filename integer 83-106,obj_single_9a1562ecc3d8d28c,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_9b6aabe685e12965,dataset_dev/03_bubnivka_ceramics/b102.jpg,b102.jpg,first filename integer 83-106,obj_single_9b6aabe685e12965,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_a8f1b10f599425ff,dataset_dev/03_bubnivka_ceramics/b088.jpg,b088.jpg,first filename integer 83-106,obj_single_a8f1b10f599425ff,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_b5f811837e2aca9c,dataset_dev/03_bubnivka_ceramics/b095.jpg,b095.jpg,first filename integer 83-106,obj_single_b5f811837e2aca9c,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_f3318553c1045820,dataset_test/03_bubnivka_ceramics/b104.jpg,b104.jpg,first filename integer 83-106,obj_single_f3318553c1045820,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_f406f04f6a95961c,dataset_dev/03_bubnivka_ceramics/b101.jpg,b101.jpg,first filename integer 83-106,obj_single_f406f04f6a95961c,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_fair_vendor_a,23,03_bubnivka_ceramics,same_acquisition_source,img_fef1e812733aa7b4,dataset_test/03_bubnivka_ceramics/b083.jpg,b083.jpg,first filename integer 83-106,obj_single_fef1e812733aa7b4,train,1,"A coherent fair/vendor sequence shares the same plates, display tables, camera rendering, and 2048-pixel image family.",The first close-ups and later table views are inferred to be one session; no creator identity is asserted.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_0f6ab1e4b97ea2d5,dataset_dev/03_bubnivka_ceramics/b176.jpg,b176.jpg,first filename integer 127-193,semgrp_7df5fa8d3525f2f7,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_10c6d34514c9da82,dataset_dev/03_bubnivka_ceramics/b166.jpg,b166.jpg,first filename integer 127-193,obj_single_10c6d34514c9da82,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_120cf1719f24ac47,dataset_dev/03_bubnivka_ceramics/b160.jpg,b160.jpg,first filename integer 127-193,obj_single_120cf1719f24ac47,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_1566ed1a4881cdba,dataset_test/03_bubnivka_ceramics/b161.jpg,b161.jpg,first filename integer 127-193,obj_single_1566ed1a4881cdba,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_1873dd3abfa6891e,dataset_dev/03_bubnivka_ceramics/b129.jpg,b129.jpg,first filename integer 127-193,obj_single_1873dd3abfa6891e,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_1888247643b0962c,dataset_test/03_bubnivka_ceramics/b181.jpg,b181.jpg,first filename integer 127-193,obj_single_1888247643b0962c,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_1b42d0015a05cd6d,dataset_dev/03_bubnivka_ceramics/b172.jpg,b172.jpg,first filename integer 127-193,obj_single_1b42d0015a05cd6d,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_1db2b44e45dd118c,dataset_test/03_bubnivka_ceramics/b157.jpg,b157.jpg,first filename integer 127-193,obj_single_1db2b44e45dd118c,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_20d6e7a0b5e8946f,dataset_test/03_bubnivka_ceramics/b179.jpg,b179.jpg,first filename integer 127-193,obj_single_20d6e7a0b5e8946f,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_242cca60666b3a06,dataset_test/03_bubnivka_ceramics/b173.jpg,b173.jpg,first filename integer 127-193,obj_single_242cca60666b3a06,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_2758cede23fd138f,dataset_test/03_bubnivka_ceramics/b170.jpg,b170.jpg,first filename integer 127-193,obj_single_2758cede23fd138f,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_2768c467639c295e,dataset_test/03_bubnivka_ceramics/b153.jpg,b153.jpg,first filename integer 127-193,obj_single_2768c467639c295e,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_36ba3cb796813bdd,dataset_test/03_bubnivka_ceramics/b149.jpg,b149.jpg,first filename integer 127-193,obj_single_36ba3cb796813bdd,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_37b080576530043f,dataset_dev/03_bubnivka_ceramics/b131.jpg,b131.jpg,first filename integer 127-193,semgrp_597d0bae4de83d45,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_38795061f0e5fba7,dataset_test/03_bubnivka_ceramics/b159.jpg,b159.jpg,first filename integer 127-193,obj_single_38795061f0e5fba7,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_431e0e18c4f4ec26,dataset_dev/03_bubnivka_ceramics/b142.jpg,b142.jpg,first filename integer 127-193,obj_single_431e0e18c4f4ec26,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_48403436e4a0f2c5,dataset_dev/03_bubnivka_ceramics/b174.jpg,b174.jpg,first filename integer 127-193,obj_single_48403436e4a0f2c5,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_52fed74238f3d732,dataset_test/03_bubnivka_ceramics/b155.jpg,b155.jpg,first filename integer 127-193,obj_single_52fed74238f3d732,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_55070b774f3472d1,dataset_dev/03_bubnivka_ceramics/b156.jpg,b156.jpg,first filename integer 127-193,obj_single_55070b774f3472d1,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_56f815816e452047,dataset_test/03_bubnivka_ceramics/b141.jpg,b141.jpg,first filename integer 127-193,obj_single_56f815816e452047,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_5f59b75f4e8da0a5,dataset_dev/03_bubnivka_ceramics/b127.jpg,b127.jpg,first filename integer 127-193,obj_single_5f59b75f4e8da0a5,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_60230e8e587cde3e,dataset_dev/03_bubnivka_ceramics/b133.jpg,b133.jpg,first filename integer 127-193,semgrp_80baf5eebd10ea7c,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_639cefb81664151a,dataset_dev/03_bubnivka_ceramics/b190.jpg,b190.jpg,first filename integer 127-193,obj_single_639cefb81664151a,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_6566125c7621f292,dataset_dev/03_bubnivka_ceramics/b138.jpg,b138.jpg,first filename integer 127-193,semgrp_1f4f0554c56341dc,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_65bfff2ab0d0adb0,dataset_test/03_bubnivka_ceramics/b143.jpg,b143.jpg,first filename integer 127-193,obj_single_65bfff2ab0d0adb0,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_675f0d8dbbae3934,dataset_test/03_bubnivka_ceramics/b169.jpg,b169.jpg,first filename integer 127-193,obj_single_675f0d8dbbae3934,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_676997af6adebbaf,dataset_test/03_bubnivka_ceramics/b183.jpg,b183.jpg,first filename integer 127-193,obj_single_676997af6adebbaf,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
src_global_bub_gray_cloth_plates,67,03_bubnivka_ceramics,same_acquisition_source,img_6e5dc6c650721ae6,dataset_test/03_bubnivka_ceramics/b193.jpg,b193.jpg,first filename integer 127-193,obj_single_6e5dc6c650721ae6,test,,Every record is a centered plate photographed on the same diagonal gray plaid cloth with identical square framing and lighting.,This is the clearest large acquisition cohort in Bubnivka.
