scope,outer_fold,stage,configuration_id,base_configuration_id,motif_configuration_id,motif_descriptor,c_value,source_group_exponent,descriptor_dimensions,complexity_rank,is_exact_reference,eligible,eligibility_failures,eligible_selection_rank,selected,evaluated_examples,fit_count,maximum_iterations,accuracy,macro_f1,balanced_accuracy,source_group_balanced_accuracy,ceramic_worst_group_recall,robustness_score,readiness_score,minimum_fold_readiness_score,hard_three_accuracy,opishnyan_recall,bubnivka_recall,bubnivka_precision,ceramic_macro_f1,per_class_recall_json,per_class_group_recall_json
outer_inner_oof,2,base,three_view_cls_logit_ensemble__c100__source0p5,three_view_cls_logit_ensemble__c100__source0p5,,not_applicable,100.0,0.5,0,8,False,True,,1,True,1423,12,121,0.9276177090653549,0.924650961028666,0.9371302466249276,0.8867370470492494,0.56773031004947,0.6922499789308818,,,,0.851063829787234,0.9,,,"{""01_opishnyan_ceramics"":0.851063829787234,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.9,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.9776785714285714}","{""01_opishnyan_ceramics"":0.56773031004947,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.9263285024154589,""04_petrykivka_painting"":0.9782480893592005,""05_kosiv_ceramics"":0.9757875553241343}"
outer_inner_oof,2,motif,fixed_base_plus_three_motif_heads__equal_centered_logits,three_view_cls_logit_ensemble__c100__source0p5,fixed_base_plus_three_motif_heads__equal_centered_logits,uniform_mean+texture_weighted_mean+texture_top2_mean,10.0,0.5,1152,1,False,True,,1,True,1423,48,121,0.9311314125087843,0.9276760633704371,0.9391116553913801,0.8949519569728919,0.6105735100825197,0.7259046355328732,0.8154119833863318,0.7537463206142754,0.717391304347826,0.8617021276595744,0.8941176470588236,0.7487684729064039,0.8913631592767984,"{""01_opishnyan_ceramics"":0.8617021276595744,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.8941176470588236,""04_petrykivka_painting"":0.9807692307692307,""05_kosiv_ceramics"":0.9732142857142857}","{""01_opishnyan_ceramics"":0.6105735100825197,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.914975845410628,""04_petrykivka_painting"":0.9888300999412111,""05_kosiv_ceramics"":0.9747895513321183}"
outer_inner_oof,3,base,global_cls__c10__source0,global_cls__c10__source0,,not_applicable,10.0,0.0,0,6,True,True,,3,False,1351,4,89,0.9370836417468542,0.9370879608496828,0.9479975133478382,0.8749616205141239,0.5072921690581664,0.6422281952297657,,,,0.8387909319899244,0.9532163742690059,,,"{""01_opishnyan_ceramics"":0.8387909319899244,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.9532163742690059,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.9910714285714286}","{""01_opishnyan_ceramics"":0.5072921690581664,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.9166666666666666,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.9941046425939573}"
outer_inner_oof,3,base,global_cls__c10__source0p5,global_cls__c10__source0p5,,not_applicable,10.0,0.5,0,6,False,True,,2,False,1351,4,82,0.9385640266469282,0.9385338991253324,0.9468292655684939,0.8892040012897182,0.5863635132643303,0.7067067783238882,,,,0.8564231738035264,0.9415204678362573,,,"{""01_opishnyan_ceramics"":0.8564231738035264,""02_ornek"":0.9829059829059829,""03_bubnivka_ceramics"":0.9415204678362573,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.9821428571428571}","{""01_opishnyan_ceramics"":0.5863635132643303,""02_ornek"":0.9827089337175793,""03_bubnivka_ceramics"":0.9229885057471264,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.9828052075657087}"
outer_inner_oof,3,base,three_view_cls_logit_ensemble__c100__source0p5,three_view_cls_logit_ensemble__c100__source0p5,,not_applicable,100.0,0.5,0,8,False,True,,1,True,1351,12,118,0.9415247964470762,0.9424770213368809,0.9506040790095543,0.8936572063353797,0.5848328744686018,0.7069917066829373,,,,0.853904282115869,0.9415204678362573,,,"{""01_opishnyan_ceramics"":0.853904282115869,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.9415204678362573,""04_petrykivka_painting"":0.9807692307692307,""05_kosiv_ceramics"":0.9910714285714286}","{""01_opishnyan_ceramics"":0.5848328744686018,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.9229885057471264,""04_petrykivka_painting"":0.9807692307692307,""05_kosiv_ceramics"":0.9941046425939573}"
outer_inner_oof,3,motif,fixed_base_plus_three_motif_heads__equal_centered_logits,three_view_cls_logit_ensemble__c100__source0p5,fixed_base_plus_three_motif_heads__equal_centered_logits,uniform_mean+texture_weighted_mean+texture_top2_mean,10.0,0.5,1152,1,False,True,,1,True,1351,48,118,0.9511472982975574,0.9517658415357706,0.9582767698272139,0.9134993871761512,0.6598125033437453,0.7662032189389992,0.8650021735978963,0.8007003842849871,0.775,0.8816120906801007,0.9473684210526315,0.8756756756756757,0.9344528489714654,"{""01_opishnyan_ceramics"":0.8816120906801007,""02_ornek"":0.9857549857549858,""03_bubnivka_ceramics"":0.9473684210526315,""04_petrykivka_painting"":0.9855769230769231,""05_kosiv_ceramics"":0.9910714285714286}","{""01_opishnyan_ceramics"":0.6598125033437453,""02_ornek"":0.9855907780979827,""03_bubnivka_ceramics"":0.9370080111459421,""04_petrykivka_painting"":0.9855769230769231,""05_kosiv_ceramics"":0.9995087202161631}"
outer_inner_oof,4,base,global_cls__c10__source0,global_cls__c10__source0,,not_applicable,10.0,0.0,0,6,True,True,,2,False,1356,4,89,0.950589970501475,0.9478808577251719,0.9537850434154083,0.8855954747041178,0.5806429330310031,0.701406744221744,,,,0.9077306733167082,0.9415204678362573,,,"{""01_opishnyan_ceramics"":0.9077306733167082,""02_ornek"":0.9801136363636364,""03_bubnivka_ceramics"":0.9415204678362573,""04_petrykivka_painting"":0.9663461538461539,""05_kosiv_ceramics"":0.9732142857142857}","{""01_opishnyan_ceramics"":0.5806429330310031,""02_ornek"":0.9801136363636364,""03_bubnivka_ceramics"":0.9134099616858238,""04_petrykivka_painting"":0.9779541446208112,""05_kosiv_ceramics"":0.9758566978193145}"
outer_inner_oof,4,base,global_cls__c10__source0p5,global_cls__c10__source0p5,,not_applicable,10.0,0.5,0,6,False,True,,1,True,1356,4,84,0.950589970501475,0.9484764507834624,0.9531828872080219,0.8891049393300163,0.586844178717093,0.7070244516353044,,,,0.9102244389027432,0.935672514619883,,,"{""01_opishnyan_ceramics"":0.9102244389027432,""02_ornek"":0.9801136363636364,""03_bubnivka_ceramics"":0.935672514619883,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.96875}","{""01_opishnyan_ceramics"":0.586844178717093,""02_ornek"":0.9801136363636364,""03_bubnivka_ceramics"":0.9241379310344828,""04_petrykivka_painting"":0.9832451499118164,""05_kosiv_ceramics"":0.9711838006230529}"
outer_inner_oof,4,base,three_view_cls_logit_ensemble__c100__source0p5,three_view_cls_logit_ensemble__c100__source0p5,,not_applicable,100.0,0.5,0,8,False,True,,3,False,1356,12,117,0.9550147492625368,0.9524563288078278,0.956825737864096,0.8626110407869172,0.46117362121255334,0.6010244245869517,,,,0.9152119700748129,0.9298245614035088,,,"{""01_opishnyan_ceramics"":0.9152119700748129,""02_ornek"":0.9857954545454546,""03_bubnivka_ceramics"":0.9298245614035088,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.9821428571428571}","{""01_opishnyan_ceramics"":0.46117362121255334,""02_ornek"":0.9857954545454546,""03_bubnivka_ceramics"":0.9015325670498084,""04_petrykivka_painting"":0.9832451499118164,""05_kosiv_ceramics"":0.9813084112149533}"
outer_inner_oof,4,motif,fixed_base_plus_three_motif_heads__equal_centered_logits,global_cls__c10__source0p5,fixed_base_plus_three_motif_heads__equal_centered_logits,uniform_mean+texture_weighted_mean+texture_top2_mean,10.0,0.5,1152,1,False,True,,1,True,1356,16,84,0.950589970501475,0.9484451137356915,0.9569106732907757,0.9193813669656528,0.6991019520740044,0.7942513843485655,0.8458980525953017,0.7437847724233402,0.6442307692307693,0.8877805486284289,0.9532163742690059,0.8274111675126904,0.9269232336517411,"{""01_opishnyan_ceramics"":0.8877805486284289,""02_ornek"":0.9857954545454546,""03_bubnivka_ceramics"":0.9532163742690059,""04_petrykivka_painting"":0.9711538461538461,""05_kosiv_ceramics"":0.9866071428571429}","{""01_opishnyan_ceramics"":0.6991019520740044,""02_ornek"":0.9857954545454546,""03_bubnivka_ceramics"":0.9388888888888889,""04_petrykivka_painting"":0.9832451499118164,""05_kosiv_ceramics"":0.9898753894080996}"
